578ffad2a5576c300e898d002678d0c9,0,0,0,0,0,0,1
2e87f25588696eb772d51fa6623321ca,0,0,0,0,0,0,1
8eb6bc8b5a98ae9a0fb3110770edb339,1,0,0,0,0,0,0
03e5a03f9d1d8b42e0cf4f57463f79e6,0,0,0,1,0,0,0
1b250958d74301b20b1ad7aea2f6280c,1,0,0,0,0,0,0
7e472dc64d481e372ba5b8d25a65e2a4,0,0,0,1,0,0,0
a0eeada878bfe9b3d0ec28215f8d6fc8,0,1,0,0,0,0,0
1d7364892be41268285c61d8794093d9,0,0,0,0,1,0,0
a46b4f687a8e90023ab3840f2a5926f0,0,1,0,0,0,0,0
7a99dd6af2f0e3ca756f7c77bbd6a855,0,0,0,0,1,0,0
5d33aa4cd09904c8a5e8656e121f7a50,0,1,0,0,0,0,0
a44879835012e6279c85715dedd4e01c,0,0,0,1,0,0,0
6da7cc82e0d57433de82a145122f02d6,0,0,1,0,0,0,0
c786d1bcbda1e96aa7064d9522a1b625,0,0,1,0,0,0,0
d2442c2e001fa700c7cbcd395a22bb0f,0,0,0,1,0,0,0
b4ff612156dc6272d84932cb0842016b,0,0,0,0,1,0,0
0fc58df4696f73be9365e8c9032f04ae,0,0,0,0,0,1,0
a101e1d98df9fe5f5a88d332928a2bef,1,0,0,0,0,0,0
9ede52d9c86ad609cb20c603a77d580e,0,0,0,1,0,0,0
1dffebd881b5309f38f73d063684ecc4,0,0,0,0,1,0,0
6b24f13eae1c99ce108971a0d614a859,0,1,0,0,0,0,0
d8e66a77ee80c771e0cf8f6499763d1a,0,0,0,0,0,1,0
acdad5e9c162db22a7c7fdce8b788618,1,0,0,0,0,0,0
60dd4d0e1ff660fe6050e082a174bfff,0,0,0,0,0,1,0
b456ded87f772e214dc234f848e9aaa8,0,0,0,0,0,1,0
c5826697da1ace2f5944f21c50af4b53,0,0,1,0,0,0,0
7671408712827b3d571545d772f4295a,0,1,0,0,0,0,0
e19b51ef9a7b3822c35f2acc7fec2b2f,0,0,0,1,0,0,0
ea38505fd06a1596dff92753cf4fc747,0,0,0,0,0,1,0
82e27f7e66ec859f5fd29bc9b39c4d62,0,0,0,0,1,0,0
02b7fe19920568b76e410506976717df,0,1,0,0,0,0,0
84932136dd727aedd70ce713df833f19,0,0,0,0,0,1,0
aeb3eccc150d090fc634657a091cfbf3,0,0,0,0,0,1,0
f499f9814e9d48fbb344b1c54ba65178,0,1,0,0,0,0,0
ebf092ea68e9f74367e476df89b8773b,0,0,0,0,1,0,0
829a50b782638f5f24e8f79f59150084,0,0,0,1,0,0,0
6fff9f4c9b8b6af120e1e7b9f156c4c2,1,0,0,0,0,0,0
dffc218f164f38755bdaba81b7570e5c,0,1,0,0,0,0,0
3c19ab8221b6e314e075faf23bb15c60,1,0,0,0,0,0,0
9cf6216c6bf943e5b74bed8c04ed7f77,0,0,1,0,0,0,0
364c3ce029134f4afd1e8ffbe03531ad,1,0,0,0,0,0,0
84d0151dd9151fb4cf468437ae456f11,0,0,0,0,1,0,0
480b7f24a740cec55ab8b51d7b6cbcf7,0,0,0,0,1,0,0
ad9df31d8954b29fc0b5d88fd458f27f,0,0,0,0,0,1,0
46c44880e8f539c3cd6d83d093e0b2ba,0,0,1,0,0,0,0
38c377b6e03cce43b30b74b65f12d4e6,0,0,0,1,0,0,0
aeb8e22d6dcde5d83895d7a23aedbfef,1,0,0,0,0,0,0
ea134842a146b75aa746f398c1b5fe27,0,0,1,0,0,0,0
0ed1ce750e9bbf122790302288468ca0,0,0,1,0,0,0,0
81eed83880a36f37caf17647b97821c6,0,0,1,0,0,0,0
234d49763c891c5f94693047552c2ac8,0,1,0,0,0,0,0
69d568d5a968b198eb9461316f8058ee,0,0,0,0,1,0,0
